,gene,cluster
1138,TMEM210,Singleton
1139,GSTT4,Singleton
1140,PATE1,Singleton
1141,RD3L,Singleton
1142,FAM47A,Singleton
1143,KRTAP7-1,Singleton
1144,OR52B6,Singleton
1145,PRR23C,Singleton
1146,MRGPRX4,Singleton
1147,OR4N4,Singleton
1148,OR2AG1,Singleton
1149,PAGE2,Singleton
1150,OR2D3,Singleton
1151,RNASE8,Singleton
1152,PRAC2,Singleton
1153,GJE1,Singleton
1154,OR5P2,Singleton
1155,TMEM249,Singleton
1156,PRR23B,Singleton
1157,OR51I1,Singleton
1158,OR2AT4,Singleton
1159,ZNF705G,Singleton
1160,TBC1D3K,Singleton
1161,ADGRG4,Singleton
1162,SPATA31A5,Singleton
1163,SPANXN4,Singleton
1164,OR2AK2,Singleton
1165,CSAG2,Singleton
1166,BSPH1,Singleton
1167,GAGE8,Singleton
1168,OR2B11,Singleton
1169,OR1Q1,Singleton
1170,OR13D1,Singleton
1171,SPATA31A3,Singleton
1172,DEFB105A,Singleton
1173,SPATA31D3,Singleton
1174,DEFB121,Singleton
1175,TAS2R40,Singleton
1176,ZNF727,Singleton
1177,LCN9,Singleton
1178,OR10J5,Singleton
1179,LIMS4,Singleton
1180,PYDC2,Singleton
1181,OR1K1,Singleton
1182,KRTAP12-4,Singleton
1183,OR2AE1,Singleton
1184,IGL,Singleton
1185,CLDN24,Singleton
1186,GPR148,Singleton
1187,NT5C1B-RDH14,Singleton
1188,OR8D2,Singleton
1189,OR56B1,Singleton
1190,OR5T3,Singleton
1191,DCAF8L1,Singleton
1192,TEX36,Singleton
1193,FRG2B,Singleton
1194,CT83,Singleton
1195,OR13H1,Singleton
1196,OR2T3,Singleton
1197,IZUMO3,Singleton
1198,BPIFB6,Singleton
1199,ERVV-1,Singleton
1200,DEFB115,Singleton
1201,SPDYE4,Singleton
1202,TSPY3,Singleton
1203,OR8B12,Singleton
1204,DEFB125,Singleton
1205,OR2L2,Singleton
1206,OR8G1,Singleton
1207,OR51B2,Singleton
1208,OR10W1,Singleton
1209,VCY,Singleton
1210,OR52K1,Singleton
1211,OR52H1,Singleton
1212,PRAMEF7,Singleton
1213,SPANXN1,Singleton
1214,OR4K5,Singleton
1215,OR6B1,Singleton
1216,DEFB108B,Singleton
1217,OR10A3,Singleton
1218,FAM47C,Singleton
1219,OR51Q1,Singleton
1220,KRTAP4-4,Singleton
1221,AQP12A,Singleton
1222,USP17L7,Singleton
1223,OPN1MW2,Singleton
1224,KRTAP10-10,Singleton
1225,GOLGA6L22,Singleton
1226,GTF2H2C_2,Singleton
1227,CST9L,Singleton
1228,DEFB127,Singleton
1229,HSFY1,Singleton
1230,CDY2A,Singleton
1231,OR1S1,Singleton
1232,OR2V2,Singleton
1233,HSFX2,Singleton
1234,HTR3D,Singleton
1235,OR10K2,Singleton
1236,OR6C65,Singleton
1237,CCDC182,Singleton
1238,ZNF511-PRAP1,Singleton
1239,OR51F2,Singleton
1240,ERVV-2,Singleton
1241,SMIM21,Singleton
1242,XAGE5,Singleton
1243,GAGE12G,Singleton
1244,GRXCR2,Singleton
1245,KRTAP24-1,Singleton
1246,GAGE12F,Singleton
1247,OR5A2,Singleton
1248,OR52B2,Singleton
1249,OR8B4,Singleton
1250,GAGE12E,Singleton
1251,KRTAP12-1,Singleton
1252,TSPY4,Singleton
1253,OR51G1,Singleton
1254,OR1M1,Singleton
1255,KRTAP19-6,Singleton
1256,BPIFB3,Singleton
1257,KRTAP15-1,Singleton
1258,KRTAP16-1,Singleton
1259,OR10Z1,Singleton
1260,OR6K6,Singleton
1261,VN1R2,Singleton
1262,CLRN2,Singleton
1263,LRRC53,Singleton
1264,OR6B3,Singleton
1265,OR2M4,Singleton
1266,OR4C13,Singleton
1267,OR4A5,Singleton
1268,OR2T1,Singleton
1269,OR2L8,Singleton
1270,PRAMEF22,Singleton
1271,OR4C12,Singleton
1272,TRPC5OS,Singleton
1273,DEFB116,Singleton
1274,OR4C3,Singleton
1275,KRTAP6-1,Singleton
1276,OR10V1,Singleton
1277,OR11H4,Singleton
1278,KRTAP2-2,Singleton
1279,MGAT4D,Singleton
1280,DEUP1,Singleton
1281,TGIF2LY,Singleton
1282,OR6Y1,Singleton
1283,OR5P3,Singleton
1284,OR10H4,Singleton
1285,OR8K1,Singleton
1286,OR4C15,Singleton
1287,IFNL4,Singleton
1288,BUB1B-PAK6,Singleton
1289,MAGEA9B,Singleton
1290,TDRD15,Singleton
1291,OR4D11,Singleton
1292,OR1J1,Singleton
1293,DEFB128,Singleton
1294,CCDC179,Singleton
1295,OR4C46,Singleton
1296,OR2Z1,Singleton
1297,OR2T8,Singleton
1298,KRTAP26-1,Singleton
1299,OR6C3,Singleton
1300,OR5B12,Singleton
1301,TBC1D3E,Singleton
1302,OR13G1,Singleton
1303,OR2A14,Singleton
1304,OR5L2,Singleton
1305,OR4M2,Singleton
1306,OR1D5,Singleton
1307,POTEB2,Singleton
1308,TCP11X2,Singleton
1309,TBC1D3I,Singleton
1310,OR8D1,Singleton
1311,OR5C1,Singleton
1312,OR2G3,Singleton
1313,OR14I1,Singleton
1314,OR4M1,Singleton
1315,MEIKIN,Singleton
1316,PATE3,Singleton
1317,FANCD2OS,Singleton
1318,KRTAP10-11,Singleton
1319,ANHX,Singleton
1320,OR4K1,Singleton
1321,OR5T2,Singleton
1322,KRTAP9-8,Singleton
1323,KRTAP22-2,Singleton
1324,RBAK-RBAKDN,Singleton
1325,OR9A2,Singleton
1326,OR6C6,Singleton
1327,NLRP2B,Singleton
1328,TMEM247,Singleton
1329,OR4Q3,Singleton
1330,PRAMEF25,Singleton
1331,TERB2,Singleton
1332,EPPIN-WFDC6,Singleton
1333,PANO1,Singleton
1334,OR10T2,Singleton
1335,OR6C75,Singleton
1336,KRTAP4-11,Singleton
1337,OR6P1,Singleton
1338,OR10S1,Singleton
1339,OR4D5,Singleton
1340,OR10Q1,Singleton
1341,OR52N2,Singleton
1342,CCDC192,Singleton
1343,GAGE12I,Singleton
1344,SERPINA2,Singleton
1345,GAGE12J,Singleton
1346,OR13C3,Singleton
1347,OR9Q2,Singleton
1348,OR1C1,Singleton
1349,KRTAP9-1,Singleton
1350,DEFB104A,Singleton
1351,OR52W1,Singleton
1352,OR1I1,Singleton
1353,OR52K2,Singleton
1354,PAGE3,Singleton
1355,OR5B21,Singleton
1356,OR1J4,Singleton
1357,TRIM64B,Singleton
1358,OR1D4,Singleton
1359,KRTAP10-1,Singleton
1360,NKX1-1,Singleton
1361,OR13C8,Singleton
1362,DEFB112,Singleton
1363,OR52A5,Singleton
1364,SPANXN2,Singleton
1365,TSPY10,Singleton
1366,OR2T11,Singleton
1367,GOLGA6L1,Singleton
1368,MBD3L5,Singleton
1369,OR10H5,Singleton
1370,DEFB136,Singleton
1371,KRTAP4-16,Singleton
1372,NANOGNB,Singleton
1373,KRTAP6-3,Singleton
1374,OR2AG2,Singleton
1375,DEFB134,Singleton
1376,KRTAP27-1,Singleton
1377,TP53TG3C,Singleton
1378,RFPL4AL1,Singleton
1379,OR10G7,Singleton
1380,OR2M7,Singleton
1381,UBTFL1,Singleton
1382,GAGE12H,Singleton
1383,OR10A2,Singleton
1384,OR4X1,Singleton
1385,OR4X2,Singleton
1386,OR10D3,Singleton
1387,SPANXN5,Singleton
1388,OR4D2,Singleton
1389,OR13C4,Singleton
1390,OR4C16,Singleton
1391,OR6Q1,Singleton
1392,OR1J2,Singleton
1393,PRAMEF9,Singleton
1394,OR6F1,Singleton
1395,KRTAP10-7,Singleton
1396,NR1I4,Singleton
1397,TEX49,Singleton
1398,TEX43,Singleton
1399,OR52I1,Singleton
1400,OR2A5,Singleton
1401,MBD3L4,Singleton
1402,OR5AC2,Singleton
1403,CDY1B,Singleton
1404,OR10A7,Singleton
1405,KRTAP23-1,Singleton
1406,OR51D1,Singleton
1407,OR5AU1,Singleton
1408,KRTAP5-11,Singleton
1409,OR11H12,Singleton
1410,OR4C5,Singleton
1411,ZNF735,Singleton
1412,OR6B2,Singleton
1413,GAGE13,Singleton
1414,OR6N2,Singleton
1415,KRTAP2-1,Singleton
1416,TMEM244,Singleton
1417,KRTAP13-2,Singleton
1418,OR8H2,Singleton
1419,ZNF723,Singleton
1420,GAGE12D,Singleton
1421,OR52L1,Singleton
1422,OR5AK2,Singleton
1423,OR4K15,Singleton
1424,OR6K2,Singleton
1425,RNF212B,Singleton
1426,TRIM39-RPP21,Singleton
1427,IQCF6,Singleton
1428,OR7D4,Singleton
1429,OR52B4,Singleton
1430,OR4C6,Singleton
1431,OR10G2,Singleton
1432,OR2T33,Singleton
1433,IQCA1L,Singleton
1434,DEFB106A,Singleton
1435,GAGE5,Singleton
1436,OR9K2,Singleton
1437,PPIAL4E,Singleton
1438,OR51S1,Singleton
1439,OR8I2,Singleton
1440,OR4S1,Singleton
1441,OR10A6,Singleton
1442,OR2T27,Singleton
1443,OR2A2,Singleton
1444,DUXB,Singleton
1445,OR51L1,Singleton
1446,OR52I2,Singleton
1447,SPINK14,Singleton
1448,KRTAP10-5,Singleton
1449,KRTAP19-5,Singleton
1450,OR7G3,Singleton
1451,SPDYE17,Singleton
1452,SPATA31A7,Singleton
1453,OR4F3,Singleton
1454,KRTAP12-2,Singleton
1455,OR11H1,Singleton
1456,KRTAP21-3,Singleton
1457,OR6T1,Singleton
1458,SPATA31A6,Singleton
1459,MS4A18,Singleton
1460,OR2T4,Singleton
1461,OR5AR1,Singleton
1462,OR6C2,Singleton
1463,OR14A2,Singleton
1464,OR11L1,Singleton
1465,LACTBL1,Singleton
1466,OR52E2,Singleton
1467,OR1N1,Singleton
1468,OR4E2,Singleton
1469,OR1L1,Singleton
1470,OR9G1,Singleton
1471,OR6K3,Singleton
1472,OR5F1,Singleton
1473,OR10X1,Singleton
1474,OR5M11,Singleton
1475,OR5B2,Singleton
1476,OR2A25,Singleton
1477,OR4A15,Singleton
1478,C1GALT1C1L,Singleton
1479,TP53TG3F,Singleton
1480,OR51A7,Singleton
1481,OR5L1,Singleton
1482,DEFB110,Singleton
1483,TRIM49B,Singleton
1484,OR6M1,Singleton
1485,OR2L3,Singleton
1486,DEFB135,Singleton
1487,KRTAP19-8,Singleton
1488,NPIPB2,Singleton
1489,TRG,Singleton
1490,OR13C5,Singleton
1491,OR4K17,Singleton
1492,OR5K2,Singleton
1493,KRTAP5-6,Singleton
1494,OR10P1,Singleton
1495,OR1L3,Singleton
1496,OR2M2,Singleton
1497,TSPY2,Singleton
1498,OR2G2,Singleton
1499,KRTAP4-5,Singleton
1500,CDY2B,Singleton
1501,SPDYE11,Singleton
1502,OR52M1,Singleton
1503,OR2T10,Singleton
1504,OPRPN,Singleton
1505,OR5K1,Singleton
1506,OR8D4,Singleton
1507,TRIM49D1,Singleton
1508,NUTM2F,Singleton
1509,SPANXN3,Singleton
1510,LRRC72,Singleton
1511,OR5B3,Singleton
1512,OR51G2,Singleton
1513,OR4L1,Singleton
1514,OR2M5,Singleton
1515,OR51F1,Singleton
1516,OR4F15,Singleton
1517,TRIM64C,Singleton
1518,OR52E4,Singleton
1519,OR6C76,Singleton
1520,OR4B1,Singleton
1521,OR6N1,Singleton
1522,OR4N5,Singleton
1523,OR51A4,Singleton
1524,OR4F21,Singleton
1525,GAGE7,Singleton
1526,PEAK3,Singleton
1527,KRTAP10-3,Singleton
1528,KRTAP21-2,Singleton
1529,OR14K1,Singleton
1530,OR56A3,Singleton
1531,OR4D10,Singleton
1532,OR2A42,Singleton
1533,OR52N1,Singleton
1534,PPP1R2C,Singleton
1535,OR2T34,Singleton
1536,VN1R5,Singleton
1537,OR52E6,Singleton
1538,OR11G2,Singleton
1539,KRTAP4-3,Singleton
1540,KIR2DL5B,Singleton
1541,OR5AS1,Singleton
1542,KRTAP12-3,Singleton
1543,OR2T2,Singleton
1544,OR2T35,Singleton
1545,CLEC19A,Singleton
1546,OR2L5,Singleton
1547,TAS2R45,Singleton
1548,VCY1B,Singleton
1549,DEFB104B,Singleton
1550,LGALS16,Singleton
1551,OR4K13,Singleton
1552,OR8H1,Singleton
1553,OR10AG1,Singleton
1554,KRTAP10-2,Singleton
1555,OR8H3,Singleton
1556,OR2T12,Singleton
1557,OR9I1,Singleton
1558,OR4D6,Singleton
1559,KRTAP20-2,Singleton
1560,KRTAP10-8,Singleton
1561,OR52N5,Singleton
1562,PPIAL4F,Singleton
1563,GIMD1,Singleton
1564,OR5M3,Singleton
1565,OR52E8,Singleton
1566,OR2J1,Singleton
1567,MAGEB5,Singleton
1568,OR5AN1,Singleton
1569,KRTAP25-1,Singleton
1570,TNFAIP8L2-SCNM1,Singleton
1571,OR5B17,Singleton
1572,OR6V1,Singleton
1573,USP17L4,Singleton
1574,TMEM269,Singleton
1575,CT45A10,Singleton
1576,OR4K14,Singleton
1577,OR4P4,Singleton
1578,OR52R1,Singleton
1579,OR2T6,Singleton
1580,OR8B2,Singleton
1581,KRTAP10-6,Singleton
1582,OR14C36,Singleton
1583,OR8U1,Singleton
1584,CDRT15L2,Singleton
1585,OR4A16,Singleton
1586,TMEM238L,Singleton
1587,OR4F6,Singleton
1588,OR5H1,Singleton
1589,OR13C9,Singleton
1590,KRTAP10-12,Singleton
1591,OR6C70,Singleton
1592,TSPY8,Singleton
1593,OR2G6,Singleton
1594,TEX13D,Singleton
1595,OR9A4,Singleton
1596,KRTAP6-2,Singleton
1597,FAM166C,Singleton
1598,OR8K3,Singleton
1599,OR2V1,Singleton
1600,CLPSL1,Singleton
1601,OR5K4,Singleton
1602,PRAMEF26,Singleton
1603,DEFB107B,Singleton
1604,OR11H6,Singleton
1605,OR7G1,Singleton
1606,OR8K5,Singleton
1607,OR5D16,Singleton
1608,OR4C45,Singleton
1609,OR4F29,Singleton
1610,OR8J3,Singleton
1611,CBLIF,Singleton
1612,BPY2C,Singleton
1613,VN1R4,Singleton
1614,OR2M3,Singleton
1615,OR8J1,Singleton
1616,KRTAP20-3,Singleton
1617,CT47B1,Singleton
1618,OR6X1,Singleton
1619,OR51A2,Singleton
1620,OR2T5,Singleton
1621,PRY2,Singleton
1622,GAGE12B,Singleton
1623,OR5H6,Singleton
1624,DEFB107A,Singleton
1625,SMIM23,Singleton
1626,OR5J2,Singleton
1627,OR14A16,Singleton
1628,OR13C2,Singleton
1629,HTD2,Singleton
1630,GAGE2C,Singleton
1631,DEFB105B,Singleton
1632,OR4C11,Singleton
1633,OR2A12,Singleton
1634,ZSCAN5C,Singleton
1635,DEFB106B,Singleton
1636,OR5D14,Singleton
1637,OR5M8,Singleton
1638,OR10G4,Singleton
1639,GAGE2B,Singleton
1640,OR5D13,Singleton
1641,OR4F5,Singleton
1642,OR4F16,Singleton
1643,SLURP2,Singleton
1644,KRTAP1-4,Singleton
1645,OR10G9,Singleton
1646,DEFB113,Singleton
1647,OR5K3,Singleton
1648,OR5D18,Singleton
1649,GAGE4,Singleton
1650,KRTAP13-4,Singleton
1651,OR5M10,Singleton
1652,KRTAP20-4,Singleton
1653,SMIM31,Singleton
1654,PPP4R3C,Singleton
1655,OR52E5,Singleton
1656,OR8B3,Singleton
1657,OR5H14,Singleton
1658,TRD,Singleton
1659,USP17L1,Singleton
1660,KRTAP19-4,Singleton
1661,KRTAP19-7,Singleton
1662,ANKRD40CL,Singleton
1663,TRIM49D2,Singleton
1664,TEX13C,Singleton
1665,OR6C74,Singleton
1666,OR5H2,Singleton
1667,OPN1MW3,Singleton
1668,TRIM64,Singleton
1669,STPG4,Singleton
1670,OR5M1,Singleton
1671,TMEM270,Singleton
1672,GAGE6,Singleton
1673,OR6C4,Singleton
1674,OR4F17,Singleton
1675,CD8B2,Singleton
1676,H2BW2,Singleton
1677,IHO1,Singleton
1678,SDIM1,Singleton
1679,TP53TG3E,Singleton
1680,ETDC,Singleton
1681,GAGE2D,Singleton
1682,OR2T7,Singleton
1683,OR4S2,Singleton
1684,BPY2B,Singleton
1685,PRR23D1,Singleton
1686,PRAMEF27,Singleton
1687,OR52J3,Singleton
1688,OR5H15,Singleton
1689,RBMY1C,Singleton
1690,POTEB3,Singleton
1691,MARCHF10,Singleton
1692,NPY4R2,Singleton
1693,BOLA2-SMG1P6,Singleton
1694,OR5M9,Singleton
1695,OR51C1P,Singleton
1696,DUX3,Singleton
1697,OR9G4,Singleton
1698,OR6C68,Singleton
1699,OR8U8,Singleton
1700,OR10G8,Singleton
1701,MPC1L,Singleton
1702,NPIPB12,Singleton
1703,CLEC20A,Singleton
1704,PRR21,Singleton
1705,OR11H2,Singleton
1706,IQCM,Singleton
1707,OR2T29,Singleton
1708,TRIM75,Singleton
1709,CYP3A7-CYP3A51P,Singleton
1710,CBY2,Singleton
1711,KRTAP9-7,Singleton
1712,SMIM9,Singleton
1713,OR2AJ1,Singleton
1714,G6PC1,Singleton
1715,CALHM4,Singleton
1716,OR9G9,Singleton
1717,TMEM271,Singleton
1718,KRTAP13-3,Singleton
1719,MYL12BP2,Singleton
1720,BLACAT1,Singleton
1721,DEFB109B,Singleton
1722,KLF18,Singleton
1723,H2AB1,Singleton
1724,USP17L3,Singleton
1725,ATXN8,Singleton
1726,ZNF705B,Singleton
1727,MYOCOS,Singleton
1728,KRTAP19-2,Singleton
1729,PPDPFL,Singleton
1730,H1-6,Singleton
1731,MEIOSIN,Singleton
1732,DNAAF6,Singleton
1733,OR4E1,Singleton
1734,OR6C1,Singleton
1735,CT45A8,Singleton
1736,TEX45,Singleton
1737,APOBEC3A_B,Singleton
1738,DYNLT4,Singleton
1739,USP17L8,Singleton
1740,SEA,Singleton
1741,CT45A9,Singleton
1742,OR2B8P,Singleton
1743,TEX55,Singleton
1744,H2AB2,Singleton
1745,TLE7,Singleton
1746,PRR23D2,Singleton
1747,SPDYE18,Singleton
1748,TGIF2-RAB5IF,Singleton
1749,H1-8,Singleton
1750,NPIPA9,Singleton
1751,PVALEF,Singleton
1752,OR6J1,Singleton
1753,TPTEP2-CSNK1E,Singleton
1754,OR2AP1,Singleton
1755,VN1R3,Singleton
1756,SMIM32,Singleton
1757,OR10J4,Singleton
1758,CCDC194,Singleton
1759,GVQW3,Singleton
1760,MAP1LC3BP1,Singleton
1761,GSG1L2,Singleton
1762,PLAAT2,Singleton
1763,CT45A7,Singleton
1764,CCDC197,Singleton
1765,TEX46,Singleton
1766,SPACA5B,Singleton
1767,H3-4,Singleton
1768,H2BC1,Singleton
1769,DUX5,Singleton
1770,KRTAP20-1,Singleton
1771,KRTAP22-1,Singleton
1772,OR8G3P,Singleton
1773,OR10G6,Singleton
1774,CFAP97D2,Singleton
1775,TUBB8B,Singleton
1776,OR10AC1,Singleton
1777,TEX50,Singleton
1778,TCP11X1,Singleton
1779,TEX53,Singleton
1780,CCDC196,Singleton
1781,PABIR3,Singleton
1782,TENT5D,Singleton
1783,H2AB3,Singleton
1784,MARCOL,Singleton
1785,DUSP29,Singleton
1786,EEF1AKMT4-ECE2,Singleton
1787,OR4K3,Singleton
1788,TRAP,Singleton
1789,SEPTIN14,Singleton
1790,KRTAP29-1,Singleton
1791,HSFX3,Singleton
1792,SMIM36,Singleton
1793,PMIS2,Singleton
1794,RAB6D,Singleton
1795,H2BW1,Singleton
1796,OR14L1P,Singleton
1797,OR4Q2,Singleton
1798,PRRT1B,Singleton
1799,DEFB131A,Singleton
1800,LLCFC1,Singleton
1801,OR8U9,Singleton
1802,OR56B2P,Singleton
1803,OR5BS1P,Singleton
1804,BCLAF1P2,Singleton
1805,SCPPPQ1,Singleton
1806,FAM236C,Singleton
1807,SMIM41,Singleton
1808,TEX48,Singleton
1809,SHLD3,Singleton
1810,CCNP,Singleton
1811,FAM236A,Singleton
1812,ETDB,Singleton
1813,FAM240A,Singleton
1814,HSFX4,Singleton
1815,DEFB130A,Singleton
1816,EXOC1L,Singleton
1817,ARMH2,Singleton
1818,OR5AL1,Singleton
1819,LY6L,Singleton
1820,GATD3,Singleton
1821,H4C7,Singleton
1822,EDDM13,Singleton
1823,PPIAL4H,Singleton
1824,OOSP3,Singleton
1825,OR52E1,Singleton
1826,FAM236B,Singleton
1827,GLYATL1B,Singleton
1828,LITAFD,Singleton
1829,SMIM33,Singleton
1830,TMEM275,Singleton
1831,GOLGA6L7,Singleton
1832,OR8J2,Singleton
1833,OR1R1P,Singleton
1834,SLX9,Singleton
1835,DEFB130B,Singleton
1836,TLCD4-RWDD3,Singleton
1837,CCDC195,Singleton
1838,MAGEB6B,Singleton
1839,MBD3L2B,Singleton
1840,OR12D1,Singleton
1841,FAM237B,Singleton
1842,FMC1-LUC7L2,Singleton
1843,VSIG10L2,Singleton
1844,H2AP,Singleton
1845,ETDA,Singleton
1846,PERCC1,Singleton
1847,PYDC5,Singleton
1848,SPRR5,Singleton
1849,FAM240B,Singleton
1850,NPSA,Singleton
1851,DSTNP4,Singleton
1852,NOTCH2NLB,Singleton
1853,REELD1,Singleton
1854,FAM90A10,Singleton
1855,PNMA6E,Singleton
1856,CFAP95,Singleton
1857,PEPC,Singleton
1858,B3GALT9,Singleton
1859,SMIM40,Singleton
1860,RAMACL,Singleton
1861,LIPB,Singleton
1862,PRAMEF33,Singleton
1863,ZNF664-RFLNA,Singleton
1864,SPEM3,Singleton
1865,UPK3BL2,Singleton
1866,FAM237A,Singleton
1867,CD300H,Singleton
1868,DERPC,Singleton
1869,PNMA6F,Singleton
1870,ZNF660-ZNF197,Singleton
1871,NOTCH2NLR,Singleton
1872,CRYZL2P-SEC16B,Singleton
1873,OCTN3,Singleton
1874,CCDC201,Singleton
1875,SMIM45,Singleton
1876,OR9H1P,Singleton
1877,CFAP107,Singleton
1878,H3Y1,Singleton
1879,CPHXL,Singleton
1880,TBC1D7-LOC100130357,Singleton
1881,ERV3-1-ZNF117,Singleton
1882,TAF11L14,Singleton
1883,OR8U3,Singleton
1884,PHB1,Singleton
1885,DEFB131B,Singleton
1886,TAF11L12,Singleton
1887,SMIM34,Singleton
1888,PEPB,Singleton
1889,OR5D3P,Singleton
1890,GBA1,Singleton
1891,CMKLR2,Singleton
1892,DPEP2NB,Singleton
1893,PRR20G,Singleton
1894,OR4N4C,Singleton
1895,FAM236D,Singleton
1896,SMIM28,Singleton
1897,FOXL3,Singleton
1898,TBCEL-TECTA,Singleton
1899,NALF2,Singleton
1900,PPIAP59,Singleton
1901,CP20,Singleton
1902,HLA-DQB3,Singleton
1903,PRO2268,Singleton
1904,NALF1,Singleton
1905,MMP24-AS1-EDEM2,Singleton
1906,ZNF593OS,Singleton
1907,H3Y2,Singleton
1908,PEPE,Singleton
1909,PTPRZ2,Singleton
1910,BMAL1,Singleton
1911,PALS1,Singleton
1912,GOLGA6L19,Singleton
1913,ERVFC1,Singleton
1914,PRH1-TAS2R14,Singleton
1915,SETDB2-PHF11,Singleton
1916,SPDYE21,Singleton
1917,FAM90A14,Singleton
1918,KDM4F,Singleton
1919,CTXND2,Singleton
1920,SPEGNB,Singleton
1921,CNPY3-GNMT,Singleton
1922,ZNF765-ZNF761,Singleton
1923,LYNX1-SLURP2,Singleton
1924,TAF11L2,Singleton
1925,SPDYE9,Singleton
1926,GREP1,Singleton
1927,METTL25B,Singleton
1928,YJU2B,Singleton
1929,MSANTD5,Singleton
1930,GET1-SH3BGR,Singleton
1931,OOSP4B,Singleton
1932,SCYGR10,Singleton
1933,SMIM39,Singleton
1934,DUS4L-BCAP29,Singleton
1935,NTMT2,Singleton
1936,FABP1,Singleton
1937,GSTA3,Singleton
1938,OPRM1,Singleton
1939,IBSP,Singleton
1940,PIK3R2,Singleton
1941,MOGAT2,Singleton
1942,FOXA2,Singleton
1943,SPP2,Singleton
1944,PAX2,Singleton
1945,CGA,Singleton
1946,UGT1A6,Singleton
1947,FGF23,Singleton
1948,HNF1A,Singleton
1949,HTR2C,Singleton
1950,TFF1,Singleton
1951,OTX2,Singleton
1952,CRH,Singleton
1953,TM4SF4,Singleton
1954,HAND1,Singleton
1955,AKR1D1,Singleton
1956,NEUROD1,Singleton
1957,DRD3,Singleton
1958,CDX2,Singleton
1959,PDX1,Singleton
1960,CASR,Singleton
1961,CHAT,Singleton
1962,B3GNT3,Singleton
1963,IL12B,Singleton
1964,ONECUT1,Singleton
1965,ZIC3,Singleton
1966,CREB3L3,Singleton
1967,HOXA11,Singleton
1968,WNT3A,Singleton
1969,APOA4,Singleton
1970,GBX2,Singleton
1971,VIL1,Singleton
1972,BDKRB2,Singleton
1973,NPFFR1,Singleton
1974,FOXD1,Singleton
1975,APOBEC1,Singleton
1976,OPRD1,Singleton
1977,AGTR2,Singleton
1978,KRT20,Singleton
1979,POU4F2,Singleton
1980,IRS4,Singleton
1981,SIGLEC5,Singleton
1982,TUBA3C,Singleton
1983,MAGEA3,Singleton
1984,TBX4,Singleton
1985,CACNG2,Singleton
1986,NEUROG3,Singleton
1987,HOXD10,Singleton
1988,USH1C,Singleton
1989,PRKACG,Singleton
1990,FABP2,Singleton
1991,FEV,Singleton
1992,FSHR,Singleton
1993,HOXA9,Singleton
1994,HOXA4,Singleton
1995,HOXD13,Singleton
1996,DMP1,Singleton
1997,AKAP4,Singleton
1998,MOS,Singleton
1999,HTR1A,Singleton
2000,PAX7,Singleton
2001,MYOD1,Singleton
2002,PCDHGB5,Singleton
2003,HOXC13,Singleton
2004,MUC13,Singleton
2005,UMOD,Singleton
2006,FGF21,Singleton
2007,IL21,Singleton
2008,SLC4A5,Singleton
2009,FGF3,Singleton
2010,UCP1,Singleton
2011,SOX1,Singleton
2012,NKX6-1,Singleton
2013,PRKN,Singleton
2014,SLIT1,Singleton
2015,TMEM212,Singleton
2016,IFNA1,Singleton
2017,CRX,Singleton
2018,PHOX2B,Singleton
2019,ACTL8,Singleton
2020,F2RL2,Singleton
2021,RAG2,Singleton
2022,NECTIN1,Singleton
2023,CA5A,Singleton
2024,GABRG3,Singleton
2025,SERPINA6,Singleton
2026,ANXA8,Singleton
2027,ADAMDEC1,Singleton
2028,JAML,Singleton
2029,MOGAT1,Singleton
2030,HOXC5,Singleton
2031,GCNT3,Singleton
2032,KCNV1,Singleton
2033,SOX3,Singleton
2034,GJD2,Singleton
2035,SCN10A,Singleton
2036,KCNJ13,Singleton
2037,KLRK1,Singleton
2038,IL22,Singleton
2039,SPIB,Singleton
2040,PDYN,Singleton
2041,TMPRSS4,Singleton
2042,SLC13A2,Singleton
2043,NR2E1,Singleton
2044,SCGB2A1,Singleton
2045,INSL6,Singleton
2046,KCNA6,Singleton
2047,MYOG,Singleton
2048,CHRNA6,Singleton
2049,LBX1,Singleton
2050,FGF16,Singleton
2051,FUT3,Singleton
2052,NPHS2,Singleton
2053,GCG,Singleton
2054,FGF6,Singleton
2055,AQP2,Singleton
2056,MTNR1B,Singleton
2057,CHRNA9,Singleton
2058,NEUROD2,Singleton
2059,LTC4S,Singleton
2060,SLC10A2,Singleton
2061,MAGEA6,Singleton
2062,POU3F4,Singleton
2063,CCT8L2,Singleton
2064,MC2R,Singleton
2065,NKX3-2,Singleton
2066,PAX1,Singleton
2067,OR7C1,Singleton
2068,ZIC5,Singleton
2069,POU4F3,Singleton
2070,CYLC1,Singleton
2071,GNG13,Singleton
2072,ADGRL3,Singleton
2073,HOXB13,Singleton
2074,BFSP2,Singleton
2075,LHX5,Singleton
2076,NEUROD4,Singleton
2077,UGT1A10,Singleton
2078,SIM1,Singleton
2079,IFNA6,Singleton
2080,SALL3,Singleton
2081,GRP,Singleton
2082,MAS1,Singleton
2083,GPR50,Singleton
2084,CHRNB3,Singleton
2085,HHLA1,Singleton
2086,HLA-DRB4,Singleton
2087,CDSN,Singleton
2088,IL3,Singleton
2089,SLC34A1,Singleton
2090,NKX2-2,Singleton
2091,HSPB2,Singleton
2092,DGKK,Singleton
2093,SLC17A6,Singleton
2094,PRSS2,Singleton
2095,SCTR,Singleton
2096,ZNF358,Singleton
2097,CRLF2,Singleton
